stem,kind,wire_bytes,decoded_bytes,elapsed_seconds,attempts,http_status,worker,n_workers,runner_tag,hostname,platform,timestamp_utc
AF-0000000074165876,homodimer,98285,426371,0.7066,1,-200,3,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074166287,homodimer,95525,408373,0.548,1,-200,6,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074166686,homodimer,44311,178155,0.4353,1,-200,1,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074167446,homodimer,52572,211444,0.493,1,-200,7,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074167033,homodimer,89331,383242,0.5273,1,-200,2,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074168292,homodimer,104955,451201,0.6073,1,-200,0,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074167877,homodimer,69528,292057,0.6391,1,-200,5,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074168680,homodimer,83303,351028,0.6708,1,-200,4,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074169811,homodimer,107057,458713,0.497,1,-200,1,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074169423,homodimer,112775,488746,0.7423,1,-200,6,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074169059,homodimer,180746,803546,0.8671,1,-200,3,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074170174,homodimer,110651,478837,0.7705,1,-200,7,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074171297,homodimer,101593,438332,0.6183,1,-200,5,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074170929,homodimer,90217,384556,0.6589,1,-200,0,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074170537,homodimer,176772,781058,0.8506,1,-200,2,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074172979,homodimer,87662,377988,0.6243,1,-200,4,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074174191,homodimer,89740,383659,0.5261,1,-200,1,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074176873,homodimer,195936,863790,0.6416,1,-200,3,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074181716,homodimer,227214,1021611,0.6304,1,-200,6,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074184376,homodimer,149839,660668,0.6635,1,-200,4,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074179266,homodimer,172055,771948,0.855,1,-200,5,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074190833,homodimer,38777,154500,0.4702,1,-200,7,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074192101,homodimer,34602,135880,0.4748,1,-200,2,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074180605,homodimer,291231,1327684,1.0301,1,-200,0,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074193601,homodimer,139292,610007,0.7294,1,-200,3,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074196134,homodimer,165096,731812,0.5928,1,-200,6,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074194834,homodimer,194692,864177,0.8905,1,-200,1,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074204359,homodimer,83534,354595,0.6489,1,-200,0,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074203132,homodimer,105642,453561,0.6986,1,-200,2,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074205555,homodimer,43060,172173,0.4849,1,-200,6,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074204890,homodimer,121008,525892,0.6887,1,-200,7,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074201800,homodimer,177507,788183,0.8385,1,-200,4,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074199081,homodimer,295103,1342687,0.9971,1,-200,5,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074205894,homodimer,55448,226759,0.5255,1,-200,1,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074205212,homodimer,121890,528078,0.7735,1,-200,3,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074206191,homodimer,46268,186987,0.513,1,-200,0,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074207901,homodimer,50957,205584,0.5232,1,-200,5,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074207249,homodimer,95994,409199,0.5859,1,-200,7,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074206882,homodimer,189565,840349,0.7092,1,-200,6,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074206537,homodimer,136339,596489,0.8344,1,-200,2,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074208253,homodimer,47422,190954,0.6472,1,-200,1,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074209620,homodimer,54938,223053,0.3983,1,-200,7,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074207549,homodimer,335679,1423841,0.9995,1,-200,4,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074209000,homodimer,88213,372689,0.648,1,-200,0,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074208609,homodimer,214839,963657,0.8626,1,-200,3,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074209314,homodimer,62412,260081,0.5748,1,-200,5,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074210290,homodimer,49235,197795,0.5614,1,-200,2,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074209985,homodimer,70971,298718,0.633,1,-200,6,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074214461,homodimer,76728,321791,0.5084,1,-200,4,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074211385,homodimer,93345,399560,0.6989,1,-200,1,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074217289,homodimer,91515,391513,0.5578,1,-200,3,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074212914,homodimer,112834,487242,0.7499,1,-200,7,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074215749,homodimer,127466,551402,0.8062,1,-200,0,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074219969,homodimer,171030,758583,0.6005,1,-200,2,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074222952,homodimer,120576,524010,0.7569,1,-200,5,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074224654,homodimer,121879,530836,0.7302,1,-200,4,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074226459,homodimer,137637,602584,0.7655,1,-200,1,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074227875,homodimer,157488,700581,0.8083,1,-200,6,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074232623,homodimer,101240,434681,0.5217,1,-200,0,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074234235,homodimer,153596,675307,0.6562,1,-200,2,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074235975,homodimer,124864,552086,0.7475,1,-200,3,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074239351,homodimer,133239,581364,0.7707,1,-200,5,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074237714,homodimer,169967,747615,1.0676,1,-200,7,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074244434,homodimer,114744,496695,0.7163,1,-200,0,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074241930,homodimer,162285,715754,0.8164,1,-200,1,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074240730,homodimer,225682,1025162,0.9164,1,-200,4,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074243281,homodimer,154951,681548,0.8395,1,-200,6,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074247062,homodimer,45278,181019,0.5538,1,-200,3,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074245768,homodimer,156202,685572,0.7384,1,-200,2,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074248406,homodimer,104675,451776,0.7284,1,-200,5,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074249628,homodimer,97855,421152,0.7157,1,-200,7,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074255812,homodimer,48719,196812,0.5476,1,-200,3,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074252073,homodimer,76715,325700,0.6629,1,-200,1,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074257230,homodimer,138658,606952,0.6019,1,-200,2,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074257608,homodimer,88372,377965,0.6772,1,-200,0,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074253229,homodimer,211328,944104,0.8824,1,-200,4,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074257961,homodimer,89047,380737,0.7023,1,-200,6,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074259074,homodimer,45139,180325,0.4682,1,-200,3,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074259392,homodimer,33244,128738,0.5313,1,-200,1,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074258335,homodimer,150849,664489,0.7656,1,-200,5,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074258670,homodimer,106184,456835,0.6924,1,-200,7,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074260416,homodimer,121946,530214,0.7506,1,-200,4,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074260096,homodimer,163878,731789,0.8265,1,-200,0,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074263139,homodimer,105422,452887,0.6553,1,-200,1,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074262011,homodimer,157788,694660,0.7825,1,-200,3,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074260744,homodimer,204904,917852,0.9085,1,-200,2,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074264685,homodimer,145720,640355,0.8399,1,-200,6,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074267379,homodimer,144181,632297,0.8199,1,-200,7,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074268403,homodimer,160674,708044,0.6734,1,-200,4,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074266047,homodimer,324947,1389660,1.0995,1,-200,5,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074269523,homodimer,112244,484252,0.7132,1,-200,0,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074271532,homodimer,109147,472968,0.6274,1,-200,3,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074272434,homodimer,145857,642294,0.6427,1,-200,2,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074275223,homodimer,66288,274328,0.5062,1,-200,7,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074274275,homodimer,106511,461408,0.7138,1,-200,1,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074277333,homodimer,89695,382719,0.541,1,-200,4,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074278111,homodimer,53716,218170,0.5829,1,-200,5,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074282509,homodimer,128152,559012,0.5538,1,-200,7,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074279099,homodimer,138797,603923,0.7859,1,-200,0,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074280087,homodimer,111657,482758,0.7346,1,-200,3,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074280818,homodimer,141722,623149,0.7962,1,-200,2,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074281620,homodimer,167544,735758,0.8317,1,-200,6,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074284456,homodimer,120239,521585,0.6262,1,-200,4,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074285366,homodimer,75781,320360,0.6917,1,-200,5,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074283516,homodimer,75018,316563,0.8345,1,-200,1,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074286321,homodimer,52821,214271,0.6121,1,-200,7,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074288348,homodimer,127799,557353,0.6953,1,-200,3,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074291035,homodimer,65661,274161,0.4932,1,-200,4,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074287305,homodimer,173710,767453,0.83,1,-200,0,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074289202,homodimer,112389,485855,0.7191,1,-200,2,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074292663,homodimer,35004,136492,0.5388,1,-200,1,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074291894,homodimer,175655,776899,0.6103,1,-200,5,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074290091,homodimer,239590,1008616,0.9459,1,-200,6,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074293571,homodimer,117545,507683,0.5508,1,-200,7,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074294585,homodimer,68681,288755,0.5066,1,-200,3,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074296729,homodimer,98089,399303,0.67,1,-200,0,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074295641,homodimer,125873,549172,0.739,1,-200,4,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074299253,homodimer,154024,676676,0.7808,1,-200,1,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074298037,homodimer,268473,1146903,0.9877,1,-200,2,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074302853,homodimer,97680,419934,0.6836,1,-200,7,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074301655,homodimer,99591,430210,0.7071,1,-200,6,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074300403,homodimer,146535,649055,0.8901,1,-200,5,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074304172,homodimer,157745,694936,0.807,1,-200,3,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074305419,homodimer,74110,311862,0.6152,1,-200,0,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074306576,homodimer,109576,471777,0.7684,1,-200,4,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074307717,homodimer,109342,471665,0.6213,1,-200,1,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074309016,homodimer,91903,401740,0.7056,1,-200,2,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074310102,homodimer,116975,507822,0.7514,1,-200,7,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074311333,homodimer,182741,806713,0.834,1,-200,6,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074312650,homodimer,206425,950750,0.8705,1,-200,5,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074313815,homodimer,193316,859765,0.8111,1,-200,3,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074316265,homodimer,137899,601741,0.6022,1,-200,4,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074314972,homodimer,192536,846535,0.8455,1,-200,0,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074316753,homodimer,73508,310030,0.6534,1,-200,1,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074317668,homodimer,49437,199043,0.5739,1,-200,7,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074317202,homodimer,87118,357040,0.683,1,-200,2,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074318054,homodimer,93717,383141,0.6848,1,-200,6,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074318523,homodimer,85668,350296,0.6056,1,-200,5,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074319019,homodimer,49002,198475,0.5776,1,-200,3,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074319470,homodimer,176038,780068,0.6188,1,-200,4,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074320428,homodimer,43504,171798,0.5249,1,-200,1,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074319941,homodimer,94416,388556,0.6596,1,-200,0,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074321541,homodimer,192229,854439,0.5714,1,-200,7,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074322630,homodimer,127159,555489,0.5689,1,-200,2,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074323887,homodimer,71766,302315,0.4849,1,-200,6,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074325943,homodimer,82852,351372,0.5021,1,-200,5,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074327609,homodimer,195219,873753,0.6012,1,-200,3,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074329506,homodimer,82689,350319,0.6667,1,-200,4,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
AF-0000000074334041,homodimer,199052,889996,0.661,1,-200,7,8,local,jacob-TP-X1,Linux-5.15.0-187-generic-x86_64-with-glibc2.35,2026-09-02T23:14:23+00:00
